employee_id,age,gender,marital_status,education,education_field,num_companies_worked,department,job_role,job_level,employment_type,years_at_company,years_in_current_role,total_working_years,monthly_income,percent_salary_hike,stock_option_level,bonus_eligible,overtime_paid_eligible,business_travel,work_life_balance,job_satisfaction,environment_satisfaction,relationship_satisfaction,overtime_hours_per_week,performance_rating,training_times_last_year,promotions_last_5years,years_since_last_promotion,skills_growth_opportunities,manager_rating,team_size,distance_from_home_km,remote_work_days_per_week,attrition
EMP_00009027,34,Male,Divorced,Master,Business,2,R&D,Manager,1,Contract,1,0,3,4533,18,1,Yes,No,Travel_Rarely,3,3,2,3,8,4,1,0,0,High,2,2,6,0,Yes
EMP_00009028,28,Male,Married,Master,Business,1,Finance,Senior,3,Full-time,1,4,4,4077,15,1,Yes,No,Travel_Frequently,3,2,3,3,5,3,2,2,4,High,4,2,1,3,No
EMP_00009029,22,Male,Married,Bachelor,Technical,2,Sales,Senior,1,Full-time,6,4,6,4854,13,0,No,No,Travel_Frequently,2,1,4,3,11,5,3,1,0,Medium,4,3,1,2,No
EMP_00009030,56,Female,Married,Bachelor,Technical,4,IT,Junior,2,Full-time,6,5,7,6873,11,0,No,No,Travel_Frequently,3,3,2,3,3,3,3,1,4,Medium,3,7,13,1,No
EMP_00009031,38,Male,Married,Master,Business,2,Operations,Junior,1,Full-time,2,1,3,1369,14,0,Yes,No,Travel_Frequently,3,3,2,3,15,4,2,2,7,High,4,7,26,4,Yes
EMP_00009032,43,Female,Divorced,Bachelor,Business,3,Sales,Analyst,2,Full-time,1,2,8,2398,10,3,Yes,No,Non-Travel,2,3,3,4,12,3,2,0,6,Medium,3,3,13,4,Yes
EMP_00009033,29,Male,Married,Bachelor,Business,3,Sales,Junior,2,Full-time,7,1,7,3193,12,2,Yes,No,Travel_Rarely,3,,2,2,6,3,8,0,10,High,4,7,37,3,No
EMP_00009034,32,Female,Married,Bachelor,Business,0,R&D,Manager,1,Full-time,6,0,6,3481,13,2,No,Yes,Travel_Frequently,4,4,4,3,9,4,3,0,1,Medium,4,6,4,2,No
EMP_00009035,27,Female,Married,High School,Technical,2,IT,Executive,2,Full-time,1,0,1,2972,13,2,Yes,Yes,Non-Travel,1,4,4,2,23,4,2,0,5,High,3,5,66,1,No
EMP_00009036,34,Female,Married,Bachelor,Business,1,Finance,Junior,1,Full-time,4,1,5,5768,6,2,Yes,Yes,Non-Travel,3,4,2,2,5,3,1,2,7,High,4,11,4,0,Yes
EMP_00009037,52,Male,Married,PhD,Science,3,Sales,Junior,4,Full-time,0,1,0,952,14,0,Yes,Yes,Non-Travel,1,4,4,3,1,3,4,0,6,Medium,3,11,1,0,Yes
EMP_00009038,53,Female,Married,Bachelor,Business,2,IT,Junior,3,Full-time,2,0,3,1862,14,0,No,No,Travel_Rarely,4,4,2,3,0,4,4,1,2,Medium,4,6,5,2,No
EMP_00009039,39,Male,Married,Bachelor,Technical,4,Operations,Junior,2,Full-time,6,0,8,3450,13,0,Yes,No,Travel_Rarely,2,3,4,3,3,4,1,0,0,Medium,4,4,14,2,Yes
EMP_00009040,43,Female,Married,Master,Business,5,R&D,Junior,2,Full-time,1,1,4,5514,14,0,No,Yes,Non-Travel,4,3,2,4,0,4,1,2,0,Low,3,5,14,4,No
EMP_00009041,38,Female,Married,Master,Business,2,IT,Executive,2,Full-time,1,0,1,1567,11,0,Yes,No,Travel_Rarely,3,4,4,4,2,3,0,0,7,High,5,8,24,1,Yes
EMP_00009042,32,Female,Single,High School,Science,1,R&D,Junior,5,Full-time,0,0,1,1800,13,0,No,Yes,Non-Travel,3,3,2,4,0,4,2,1,0,High,4,9,10,0,Yes
EMP_00009043,44,Female,Divorced,PhD,Arts,1,Finance,Junior,4,Full-time,2,5,7,5642,10,0,No,No,Non-Travel,2,4,2,2,4,4,2,1,3,Low,4,6,12,4,Yes
EMP_00009044,41,Male,Married,Bachelor,Technical,7,IT,Junior,4,Part-time,16,0,17,4781,11,1,Yes,Yes,Travel_Rarely,3,,2,3,5,4,10,1,3,Low,4,3,32,2,Yes
EMP_00009045,39,Female,Divorced,High School,Business,4,R&D,Analyst,2,Full-time,6,3,8,4565,16,0,Yes,Yes,Non-Travel,3,2,3,2,1,3,1,0,1,Low,3,10,17,2,No
EMP_00009046,34,Male,Single,Bachelor,Business,4,R&D,Analyst,5,Full-time,7,0,7,4724,11,1,Yes,No,Travel_Rarely,4,4,3,4,1,5,3,0,4,Low,4,4,16,4,Yes
EMP_00009047,39,Male,Married,Bachelor,Science,2,Sales,Junior,3,Full-time,2,0,7,1786,19,0,No,No,Travel_Rarely,4,2,3,3,0,3,3,1,5,Medium,4,5,9,2,No
EMP_00009048,36,Female,Married,Bachelor,Technical,2,Sales,Junior,3,Full-time,1,2,5,2007,6,1,Yes,No,Travel_Rarely,3,3,2,3,6,3,1,0,0,Medium,5,6,7,0,Yes
EMP_00009049,37,Female,Married,High School,Technical,1,Operations,Junior,1,Full-time,5,3,5,,14,1,Yes,Yes,Travel_Rarely,2,3,2,3,25,4,4,0,4,High,4,5,1,5,Yes
EMP_00009050,33,Female,Married,High School,Technical,3,HR,Junior,1,Full-time,3,0,3,4708,13,1,Yes,No,Travel_Rarely,3,1,4,2,19,5,3,2,1,High,3,9,1,0,Yes
EMP_00009051,37,Male,Single,Bachelor,Technical,5,Finance,Senior,4,Full-time,1,0,2,4805,10,0,Yes,Yes,Travel_Frequently,2,3,3,3,17,4,4,2,4,Medium,5,8,9,2,No
EMP_00009052,31,Male,Single,PhD,Science,3,Sales,Executive,3,Full-time,0,1,6,3966,7,1,Yes,No,Non-Travel,2,2,3,3,5,4,2,2,1,High,4,4,22,4,No
EMP_00009053,33,Male,Married,PhD,Science,2,Sales,Junior,2,Full-time,1,0,6,,11,1,Yes,No,Travel_Frequently,3,3,3,4,0,4,2,2,2,Medium,5,3,15,2,No
EMP_00009054,27,Male,Married,Bachelor,Other,2,Finance,Senior,3,Full-time,4,0,6,2261,11,3,Yes,Yes,Non-Travel,3,3,3,4,0,4,1,0,1,Low,4,4,4,3,Yes
EMP_00009055,36,Female,Married,Master,Arts,2,Sales,Senior,3,Full-time,0,2,3,1675,14,0,Yes,No,Travel_Rarely,3,3,4,3,10,3,6,2,1,Medium,2,10,14,0,No
EMP_00009056,43,Female,Married,Bachelor,Science,2,Operations,Senior,2,Part-time,7,6,7,3523,9,0,Yes,No,Travel_Rarely,2,3,3,2,0,4,1,1,0,Medium,3,8,5,0,Yes
EMP_00009057,55,Female,Married,Bachelor,Arts,2,IT,Analyst,2,Full-time,1,0,1,11035,12,1,Yes,Yes,Non-Travel,3,4,3,1,0,4,2,0,4,Medium,3,3,7,1,Yes
EMP_00009058,34,Male,Married,Bachelor,Technical,4,IT,Junior,2,Full-time,3,2,8,2110,18,1,Yes,No,Travel_Frequently,2,4,4,1,0,3,5,0,0,Low,2,7,8,3,Yes
EMP_00009059,38,Male,Married,PhD,Technical,8,Operations,Junior,2,Full-time,0,2,4,2235,17,2,No,No,Travel_Rarely,2,4,3,4,1,4,3,1,0,Medium,3,5,4,2,No
EMP_00009060,32,Male,Single,Bachelor,Business,4,R&D,Junior,5,Full-time,6,1,6,4630,14,0,Yes,Yes,Travel_Rarely,2,3,1,3,3,4,2,3,0,Low,4,6,4,1,No
EMP_00009061,36,Male,Married,Bachelor,Technical,3,IT,Senior,2,Full-time,4,0,4,3551,13,0,Yes,Yes,Travel_Rarely,3,3,3,2,2,3,1,1,2,High,3,5,5,1,No
EMP_00009062,37,Male,Divorced,High School,Technical,1,Operations,Senior,4,Full-time,1,1,4,4029,13,1,Yes,Yes,Non-Travel,4,1,4,3,6,4,3,0,0,Low,3,3,4,3,Yes
EMP_00009063,50,Male,Single,PhD,Business,2,Operations,Senior,2,Full-time,4,7,4,4027,10,0,No,No,Travel_Rarely,3,4,3,4,3,4,0,2,1,Medium,4,7,18,2,No
EMP_00009064,25,Male,Single,Bachelor,Business,1,HR,Analyst,2,Full-time,5,2,8,2151,14,2,Yes,No,Travel_Rarely,2,3,3,3,2,4,3,0,3,High,4,7,8,0,No
EMP_00009065,40,Female,Single,High School,Business,4,IT,Junior,3,Full-time,2,1,4,7537,14,1,Yes,Yes,Travel_Frequently,3,4,3,2,2,4,3,0,1,Low,5,10,32,0,No
EMP_00009066,31,Female,Divorced,Master,Technical,2,R&D,Manager,2,Full-time,0,2,1,4218,8,1,No,Yes,Travel_Rarely,2,4,3,2,3,4,2,0,1,High,4,7,24,1,Yes
EMP_00009067,51,Female,Single,Bachelor,Other,1,Operations,Junior,1,Contract,7,0,8,1305,9,2,No,Yes,Travel_Frequently,4,2,3,3,5,,6,0,1,High,3,4,6,0,No
EMP_00009068,32,Female,Divorced,Master,Science,4,R&D,Analyst,1,Full-time,11,0,16,5551,15,0,Yes,No,Travel_Rarely,3,1,4,3,6,,0,1,2,Medium,3,5,5,2,No
EMP_00009069,28,Male,Married,PhD,Science,0,R&D,Senior,1,Part-time,7,3,8,2645,11,1,No,Yes,Non-Travel,3,3,3,2,0,4,3,1,2,Medium,4,7,45,4,No
EMP_00009070,30,Male,Married,Bachelor,Technical,2,IT,Manager,1,Full-time,4,0,7,2764,9,1,No,No,Travel_Rarely,4,1,3,2,12,4,3,1,3,Medium,3,2,22,3,No
EMP_00009071,22,Male,Married,Master,Other,3,HR,Junior,1,Contract,0,2,9,1797,19,0,Yes,Yes,Travel_Frequently,4,4,4,4,6,4,7,1,1,Medium,3,2,2,5,No
EMP_00009072,46,Female,Married,Master,Business,3,Finance,Senior,2,Full-time,2,2,2,6704,13,0,Yes,Yes,Non-Travel,3,4,3,4,0,4,3,0,4,High,3,2,29,3,No
EMP_00009073,42,Male,Single,High School,Business,5,R&D,Senior,4,Full-time,1,2,2,3852,20,0,No,Yes,Travel_Rarely,4,3,3,3,18,3,4,1,1,Medium,2,5,4,2,No
EMP_00009074,31,Male,Married,Bachelor,Business,1,IT,Junior,3,Full-time,3,2,6,3577,12,1,Yes,No,Travel_Rarely,2,3,4,4,2,5,6,0,6,High,4,5,35,2,No
EMP_00009075,37,Female,Married,Bachelor,Other,1,IT,Junior,4,Full-time,1,4,2,5035,8,0,Yes,No,Travel_Frequently,3,2,2,4,3,5,2,1,1,Medium,3,8,2,1,Yes
EMP_00009076,38,Male,Single,Bachelor,Science,0,Operations,Analyst,3,Full-time,4,0,5,7163,15,0,No,Yes,Travel_Frequently,3,4,3,4,6,5,2,0,10,Medium,4,3,9,2,No
EMP_00009077,30,Male,Married,Bachelor,Business,1,IT,Senior,3,Full-time,0,4,0,3195,8,3,No,No,Travel_Frequently,4,3,2,3,0,4,7,2,1,Medium,3,4,6,0,No
EMP_00009078,31,Male,Married,High School,Business,3,HR,Analyst,3,Full-time,1,1,4,1981,13,0,No,No,Travel_Rarely,2,3,2,3,0,3,7,1,2,Medium,4,2,7,2,Yes
EMP_00009079,34,Male,Married,Bachelor,Business,3,IT,Senior,3,Full-time,0,2,1,5861,16,1,Yes,No,Travel_Rarely,2,3,2,2,4,4,3,0,0,High,3,4,6,2,No
EMP_00009080,37,Male,Married,PhD,Science,4,R&D,Executive,2,Full-time,1,5,5,5212,20,0,No,Yes,Travel_Rarely,3,3,4,3,1,4,3,0,0,High,4,11,22,0,No
EMP_00009081,22,Male,Married,PhD,Business,3,Sales,Manager,1,Full-time,2,8,2,6453,14,1,No,Yes,Travel_Rarely,3,4,2,2,3,3,3,0,2,Low,3,4,30,1,Yes
EMP_00009082,31,Male,Single,Bachelor,Technical,3,HR,Executive,4,Full-time,5,5,9,3488,14,2,Yes,Yes,Non-Travel,4,4,3,4,10,4,4,0,11,Medium,3,5,11,2,No
EMP_00009083,49,Male,Married,Master,Other,4,Sales,Analyst,2,Full-time,7,0,8,2293,15,1,Yes,Yes,Travel_Frequently,3,4,4,2,9,4,5,0,0,Medium,4,5,9,2,Yes
EMP_00009084,48,Male,Married,High School,Technical,1,Operations,Senior,5,Full-time,2,2,3,4871,18,0,Yes,Yes,Travel_Frequently,3,2,4,2,4,4,4,3,1,Low,2,9,22,1,Yes
EMP_00009085,35,Female,Married,Bachelor,Arts,4,IT,Executive,3,Full-time,2,2,3,5116,15,3,Yes,No,Travel_Rarely,2,2,1,3,2,3,1,0,0,Medium,4,6,3,5,No
EMP_00009086,41,Male,Divorced,PhD,Technical,3,R&D,Junior,1,Full-time,5,3,6,2286,11,1,Yes,No,Travel_Rarely,4,4,1,2,3,4,0,0,2,Medium,3,2,45,3,Yes
EMP_00009087,37,Male,Married,Bachelor,Technical,5,R&D,Junior,3,Full-time,2,4,4,8433,9,0,Yes,No,Travel_Rarely,3,4,3,3,5,4,5,1,1,Low,3,5,34,0,No
EMP_00009088,33,Female,Married,Bachelor,Business,0,Operations,Manager,3,Full-time,2,8,7,3906,4,3,Yes,Yes,Non-Travel,3,2,2,3,12,3,2,0,4,Medium,4,5,12,0,No
EMP_00009089,33,Male,Married,Bachelor,Other,1,Sales,Senior,1,Full-time,4,2,6,5057,8,2,No,No,Travel_Rarely,4,4,4,4,0,3,3,3,0,Medium,5,8,11,1,No
EMP_00009090,26,Female,Married,High School,Technical,2,IT,Junior,2,Full-time,1,2,1,3408,7,0,Yes,No,Travel_Rarely,2,2,3,4,1,5,4,0,5,High,2,9,13,1,Yes
EMP_00009091,43,Male,Married,Master,Other,1,R&D,Senior,1,Full-time,2,0,2,1577,10,0,No,No,Non-Travel,3,3,3,4,3,4,1,2,15,Medium,3,10,1,1,No
EMP_00009092,26,Male,Divorced,Bachelor,Technical,3,R&D,Manager,2,Part-time,6,0,12,3034,12,2,No,No,Travel_Frequently,2,3,4,3,1,4,4,0,2,High,3,9,27,0,No
EMP_00009093,40,Female,Divorced,Bachelor,Technical,0,R&D,Senior,5,Full-time,1,4,5,2356,11,2,Yes,Yes,Non-Travel,3,4,2,3,1,5,1,0,0,Low,2,6,23,0,No
EMP_00009094,40,Female,Single,Bachelor,Business,1,R&D,Senior,4,Full-time,13,2,17,4336,8,0,Yes,Yes,Travel_Frequently,2,4,3,3,10,4,2,0,0,Low,4,8,11,4,Yes
EMP_00009095,40,Female,Married,Bachelor,Business,1,R&D,Junior,2,Full-time,0,1,8,2001,23,1,Yes,No,Travel_Rarely,3,3,2,3,8,4,2,0,0,Medium,4,2,14,3,No
EMP_00009096,22,Male,Single,Master,Arts,2,HR,Junior,1,Full-time,0,4,3,5931,7,0,Yes,Yes,Non-Travel,3,3,2,4,2,4,3,3,10,High,2,6,4,0,Yes
EMP_00009097,36,Female,Married,High School,Technical,0,R&D,Manager,4,Full-time,2,0,10,6503,21,0,Yes,No,Travel_Rarely,4,4,4,3,4,4,4,0,2,Medium,2,7,43,3,No
EMP_00009098,48,Male,Divorced,High School,Technical,4,IT,Senior,3,Full-time,0,6,0,5104,9,2,No,No,Travel_Rarely,3,2,4,3,10,4,1,2,4,Medium,5,6,16,2,No
EMP_00009099,22,Male,Single,High School,Business,2,Operations,Senior,2,Full-time,0,3,4,1880,8,1,Yes,No,Travel_Rarely,3,3,2,2,6,4,4,1,1,Medium,4,7,35,0,Yes
EMP_00009100,30,Male,Married,High School,Science,5,Finance,Analyst,2,Full-time,3,7,3,2981,20,2,Yes,No,Travel_Frequently,3,3,3,3,0,4,3,0,1,Low,4,7,1,1,No
EMP_00009101,30,Female,Married,Bachelor,Technical,1,IT,Junior,3,Full-time,2,0,3,1511,7,1,No,Yes,Travel_Rarely,2,3,4,2,2,3,3,1,5,Low,5,7,9,0,Yes
EMP_00009102,42,Female,Single,Bachelor,Technical,2,R&D,Senior,2,Full-time,0,4,1,2853,7,2,Yes,No,Non-Travel,2,,2,4,3,5,1,0,0,Low,3,5,3,0,Yes
EMP_00009103,31,Male,Married,High School,Other,3,R&D,Junior,4,Full-time,0,11,1,3569,18,0,No,No,Travel_Frequently,3,2,3,1,13,5,2,1,2,High,3,4,9,0,Yes
EMP_00009104,25,Male,Married,Master,Business,0,R&D,Junior,4,Full-time,4,2,14,2215,11,2,No,No,Travel_Rarely,4,2,3,2,8,,4,0,1,Medium,5,2,1,1,No
EMP_00009105,38,Female,Single,Bachelor,Technical,4,R&D,Analyst,3,Part-time,1,1,1,3244,13,1,Yes,Yes,Travel_Frequently,2,1,2,4,8,4,6,2,8,Low,3,3,24,0,Yes
EMP_00009106,40,Other,Single,PhD,Business,1,Operations,Manager,2,Full-time,0,1,9,3833,6,0,Yes,Yes,Travel_Rarely,4,2,2,2,13,3,2,0,0,Medium,3,6,5,0,Yes
EMP_00009107,42,Male,Married,High School,Business,2,IT,Senior,1,Full-time,3,0,7,3027,9,2,No,Yes,Non-Travel,3,3,4,4,5,3,4,1,8,Low,4,8,26,0,No
EMP_00009108,32,Male,Married,Master,Technical,3,Finance,Manager,2,Part-time,0,1,2,3433,11,2,Yes,No,Travel_Rarely,2,4,2,1,4,,5,0,1,Low,3,10,3,0,Yes
EMP_00009109,26,Female,Single,Master,Business,1,Finance,Analyst,4,Full-time,5,3,6,4110,12,1,Yes,No,Travel_Frequently,3,4,3,3,5,4,5,1,3,Medium,4,9,15,3,No
EMP_00009110,44,Male,Divorced,Bachelor,Arts,1,IT,Analyst,5,Full-time,8,14,13,3110,18,1,No,Yes,Travel_Frequently,3,3,4,3,1,3,5,1,4,Medium,3,7,5,0,No
EMP_00009111,33,Female,Married,Bachelor,Science,3,Sales,Manager,4,Full-time,4,1,5,2004,14,1,Yes,No,Non-Travel,3,2,2,4,6,4,2,0,1,Medium,4,7,6,1,Yes
EMP_00009112,38,Female,Divorced,High School,Technical,4,Sales,Junior,2,Full-time,2,0,3,4334,8,2,Yes,Yes,Travel_Rarely,4,3,4,2,2,4,2,1,1,Medium,4,5,23,3,No
EMP_00009113,43,Female,Divorced,Bachelor,Business,1,R&D,Junior,1,Part-time,1,0,6,10483,16,1,Yes,No,Non-Travel,3,4,4,4,0,4,5,1,3,Medium,4,7,10,0,No
EMP_00009114,27,Female,Married,Bachelor,Technical,1,R&D,Analyst,4,Full-time,3,0,5,6887,17,0,Yes,No,Travel_Frequently,3,3,3,4,6,4,1,2,1,Low,3,9,10,2,No
EMP_00009115,46,Female,Married,Bachelor,Science,4,Sales,Analyst,3,Full-time,3,2,3,1413,9,0,Yes,No,Travel_Rarely,4,3,3,4,0,5,0,1,0,Medium,3,8,1,3,No
EMP_00009116,48,Male,Single,Bachelor,Business,1,HR,Manager,2,Full-time,2,7,5,2153,18,0,Yes,No,Travel_Rarely,3,3,4,3,11,4,2,0,5,Low,4,7,5,2,No
EMP_00009117,33,Female,Married,Master,Arts,1,Finance,Senior,1,Full-time,1,1,1,3163,18,0,Yes,No,Travel_Rarely,3,3,4,3,5,3,2,0,2,Medium,4,4,17,0,No
EMP_00009118,38,Male,Single,Bachelor,Technical,1,IT,Junior,4,Contract,16,1,24,2261,16,1,Yes,Yes,Travel_Rarely,2,3,2,4,3,4,1,0,2,High,5,10,34,0,Yes
EMP_00009119,35,Male,Single,Bachelor,Business,2,Finance,Junior,2,Full-time,2,4,3,4072,6,0,No,Yes,Travel_Rarely,4,3,2,3,2,3,2,2,6,Low,4,6,20,0,Yes
EMP_00009120,23,Female,Married,Master,Business,0,R&D,Junior,4,Full-time,2,3,8,,11,0,Yes,No,Non-Travel,3,3,4,2,3,4,1,0,2,Low,3,5,13,1,No
EMP_00009121,38,Female,Single,High School,Arts,1,IT,Junior,3,Full-time,2,1,3,1674,19,1,Yes,No,Travel_Rarely,2,4,2,4,1,3,3,0,0,Low,4,4,1,1,No
EMP_00009122,28,Male,Divorced,Bachelor,Arts,3,Finance,Analyst,1,Full-time,3,6,8,2897,10,1,Yes,Yes,Travel_Rarely,4,2,3,2,5,4,1,1,5,Medium,3,4,1,2,Yes
EMP_00009123,49,Female,Single,High School,Science,3,Finance,Senior,2,Full-time,4,4,15,3020,14,0,Yes,No,Travel_Rarely,4,3,3,3,2,4,3,1,1,Low,4,4,9,0,No
EMP_00009124,30,Male,Single,Master,Science,3,IT,Manager,4,Full-time,0,0,0,2520,15,0,Yes,No,Travel_Rarely,3,4,2,3,0,3,2,0,0,Medium,3,1,26,4,No
EMP_00009125,43,Male,Divorced,Master,Other,2,Finance,Junior,1,Contract,0,2,0,3097,8,0,No,No,Non-Travel,4,3,2,4,6,4,1,0,1,Low,3,3,2,4,No
EMP_00009126,27,Male,Married,Bachelor,Technical,0,IT,Junior,1,Full-time,9,4,19,8751,18,1,Yes,Yes,Travel_Frequently,4,4,3,4,0,5,3,3,1,Medium,3,6,22,0,Yes
EMP_00009127,29,Male,Single,Bachelor,Business,3,R&D,Senior,1,Full-time,1,0,1,1933,16,1,Yes,Yes,Travel_Frequently,3,3,3,4,3,5,1,0,5,Medium,3,9,8,3,No
EMP_00009128,40,Male,Married,PhD,Technical,4,HR,Junior,4,Contract,1,0,4,4860,10,2,Yes,Yes,Travel_Frequently,3,4,3,4,17,3,1,0,0,Medium,3,7,57,3,Yes
EMP_00009129,44,Other,Married,Bachelor,Technical,1,IT,Executive,4,Full-time,5,1,16,2714,13,2,Yes,Yes,Travel_Frequently,4,2,3,3,1,4,3,1,0,Low,2,6,45,2,No
EMP_00009130,36,Male,Single,High School,Business,4,Operations,Junior,1,Full-time,0,4,1,5946,12,1,Yes,No,Travel_Frequently,2,3,2,2,0,4,3,0,3,Medium,5,7,7,4,No
EMP_00009131,41,Male,Married,Master,Other,3,IT,Junior,4,Full-time,6,6,9,,7,0,Yes,Yes,Non-Travel,4,2,2,2,0,4,1,0,0,Low,5,5,6,5,No
EMP_00009132,48,Female,Married,Bachelor,Technical,3,R&D,Manager,1,Full-time,1,0,2,2142,8,1,No,Yes,Travel_Rarely,3,4,3,4,3,3,3,2,0,Low,3,2,11,3,Yes
EMP_00009133,33,Female,Married,Bachelor,Business,3,Sales,Junior,2,Part-time,2,0,2,12704,7,2,Yes,Yes,Travel_Rarely,2,4,3,3,1,4,4,0,1,High,4,2,6,3,Yes
EMP_00009134,51,Male,Single,PhD,Business,6,IT,Junior,1,Full-time,3,2,3,2337,12,2,Yes,Yes,Non-Travel,3,3,3,2,7,3,0,1,0,Low,3,5,1,0,Yes
EMP_00009135,36,Male,Single,Bachelor,Arts,4,Operations,Junior,3,Full-time,2,2,5,9551,15,3,No,No,Travel_Rarely,4,3,3,3,4,4,6,0,2,Low,5,5,5,3,No
EMP_00009136,49,Female,Married,Master,Business,4,Operations,Senior,4,Full-time,5,1,16,1405,14,2,Yes,No,Non-Travel,4,2,3,2,1,4,3,1,0,High,2,2,3,0,Yes
EMP_00009137,39,Female,Married,Bachelor,Technical,3,IT,Executive,2,Full-time,0,3,1,3090,16,1,Yes,No,Travel_Frequently,3,3,3,3,1,4,2,1,3,Medium,3,10,3,0,No
EMP_00009138,29,Male,Single,High School,Arts,4,Operations,Senior,2,Full-time,4,1,8,4035,5,2,Yes,No,Travel_Rarely,3,4,2,3,2,3,2,0,2,Medium,4,2,5,3,Yes
EMP_00009139,37,Female,Divorced,Bachelor,Business,4,IT,Manager,1,Full-time,0,4,2,1741,8,1,Yes,No,Travel_Rarely,2,2,2,2,3,4,1,0,0,High,5,2,16,4,Yes
EMP_00009140,42,Male,Married,High School,Business,2,R&D,Junior,3,Full-time,0,1,1,2665,15,0,No,No,Travel_Rarely,2,4,3,3,8,3,10,3,1,Medium,3,5,7,3,Yes
EMP_00009141,29,Female,Single,Master,Science,1,Sales,Senior,4,Full-time,9,1,11,4454,12,2,Yes,Yes,Travel_Frequently,3,4,2,4,3,4,2,0,2,Medium,4,9,2,5,Yes
EMP_00009142,22,Female,Married,Bachelor,Other,2,Sales,Executive,3,Full-time,0,1,1,5856,13,1,No,No,Travel_Rarely,4,3,3,4,1,3,2,0,2,Medium,4,7,10,4,No
EMP_00009143,32,Female,Married,Master,Business,1,R&D,Junior,3,Full-time,8,0,15,5384,12,0,Yes,No,Travel_Frequently,3,2,4,4,4,,3,0,0,Low,3,4,40,0,Yes
EMP_00009144,48,Other,Married,Master,Business,3,R&D,Senior,4,Full-time,4,7,8,2836,11,0,Yes,No,Travel_Rarely,3,3,3,2,17,4,5,2,2,Low,5,3,65,3,No
EMP_00009145,43,Other,Single,High School,Technical,1,HR,Senior,4,Full-time,1,3,5,2336,10,1,Yes,Yes,Non-Travel,2,2,3,3,7,4,4,1,0,Low,4,7,20,2,Yes
EMP_00009146,31,Male,Married,Master,Business,6,Finance,Junior,1,Full-time,5,1,5,3052,14,0,Yes,Yes,Travel_Rarely,4,3,3,3,4,5,3,0,1,Low,4,3,1,1,No
EMP_00009147,47,Female,Married,Bachelor,Technical,4,R&D,Junior,1,Full-time,2,1,3,4201,10,3,Yes,Yes,Non-Travel,2,3,3,2,4,4,3,0,2,High,3,2,19,3,No
EMP_00009148,42,Female,Single,Bachelor,Business,1,IT,Analyst,1,Full-time,1,3,7,2298,8,0,Yes,No,Travel_Frequently,2,4,3,2,0,4,6,3,3,Medium,4,10,2,2,Yes
EMP_00009149,40,Male,Married,High School,Technical,6,Finance,Senior,1,Full-time,1,2,1,4423,17,1,Yes,Yes,Travel_Rarely,2,4,1,4,3,4,2,0,1,Low,4,5,38,0,No
EMP_00009150,43,Male,Single,Bachelor,Business,2,R&D,Senior,1,Full-time,0,11,1,5560,8,1,Yes,No,Travel_Rarely,3,3,3,4,7,3,4,1,6,Medium,5,9,17,1,No
EMP_00009151,32,Female,Married,Master,Business,3,HR,Junior,4,Full-time,0,0,2,3750,11,3,Yes,No,Non-Travel,3,4,4,3,8,4,1,1,1,High,4,10,7,3,No
EMP_00009152,37,Male,Divorced,Master,Technical,2,HR,Senior,3,Full-time,2,3,2,3139,8,0,Yes,Yes,Travel_Frequently,4,1,4,3,13,4,2,0,1,Low,4,4,6,0,No
EMP_00009153,47,Male,Single,Master,Business,2,IT,Manager,2,Full-time,7,4,8,1604,18,2,No,Yes,Non-Travel,3,3,3,4,0,4,0,1,4,High,3,8,1,3,No
EMP_00009154,31,Male,Single,Bachelor,Science,3,Finance,Senior,3,Full-time,14,1,18,4369,11,2,Yes,Yes,Travel_Rarely,3,4,2,3,3,4,3,0,7,Medium,3,4,9,4,No
EMP_00009155,27,Male,Married,Bachelor,Other,4,Sales,Executive,2,Full-time,0,4,7,4196,21,1,No,Yes,Travel_Frequently,4,4,1,2,5,5,2,0,0,Medium,4,6,4,2,Yes
EMP_00009156,43,Male,Single,Bachelor,Technical,2,IT,Analyst,2,Full-time,1,1,1,3400,12,0,No,No,Non-Travel,3,3,2,3,0,4,1,1,1,Medium,3,6,17,3,No
EMP_00009157,38,Female,Married,Bachelor,Arts,2,Finance,Senior,3,Full-time,3,3,5,6992,11,0,No,Yes,Travel_Frequently,2,4,4,3,0,3,2,1,8,High,4,7,31,0,Yes
EMP_00009158,37,Other,Single,Master,Technical,1,IT,Analyst,2,Full-time,4,8,4,5500,10,1,No,No,Travel_Rarely,4,3,3,3,6,4,4,1,1,High,4,3,22,5,No
EMP_00009159,30,Female,Married,Bachelor,Technical,3,Finance,Manager,3,Full-time,0,1,0,3954,18,2,Yes,Yes,Travel_Rarely,3,4,3,3,3,4,7,1,3,Medium,4,8,39,1,No
EMP_00009160,46,Other,Married,High School,Other,4,Operations,Analyst,2,Full-time,3,6,5,2501,14,1,No,Yes,Travel_Frequently,4,4,4,4,12,4,1,2,2,Medium,4,6,36,0,No
EMP_00009161,47,Female,Married,High School,Business,3,Finance,Senior,2,Full-time,5,0,6,5036,12,2,No,No,Travel_Frequently,3,3,3,2,0,3,5,1,2,Low,3,4,11,0,No
EMP_00009162,31,Female,Married,Master,Business,4,Operations,Junior,1,Full-time,6,1,6,4213,14,2,Yes,No,Travel_Rarely,3,2,4,3,5,4,4,1,1,Low,4,7,43,0,No
